Date,Keyword,Category,Department,Count,tag
23-Dec,넷플릭스,IT/AI,컴퓨터공학과,112,k문화
23-Jan,딥페이크,사회/범죄,정보보호학과,1,
23-Feb,딥페이크,사회/범죄,정보보호학과,2,
23-Mar,딥페이크,사회/범죄,정보보호학과,7,
23-Apr,딥페이크,사회/범죄,정보보호학과,4,
23-May,딥페이크,사회/범죄,정보보호학과,11,
23-Jun,딥페이크,사회/범죄,정보보호학과,14,
23-Jul,딥페이크,사회/범죄,정보보호학과,7,
23-Aug,딥페이크,사회/범죄,정보보호학과,7,
23-Sep,딥페이크,사회/범죄,정보보호학과,16,
23-Oct,딥페이크,사회/범죄,정보보호학과,18,
23-Nov,딥페이크,사회/범죄,정보보호학과,20,
23-Dec,딥페이크,사회/범죄,정보보호학과,26,
23-Jan,반도체,경제/산업,반도체공학과,78,반도체
23-Feb,반도체,경제/산업,반도체공학과,87,반도체
23-Mar,반도체,경제/산업,반도체공학과,132,반도체
23-Apr,반도체,경제/산업,반도체공학과,67,반도체
23-May,반도체,경제/산업,반도체공학과,91,반도체
23-Jun,반도체,경제/산업,반도체공학과,137,반도체
23-Jul,반도체,경제/산업,반도체공학과,102,반도체
23-Aug,반도체,경제/산업,반도체공학과,146,반도체
23-Sep,반도체,경제/산업,반도체공학과,86,반도체
23-Oct,반도체,경제/산업,반도체공학과,79,반도체
23-Nov,반도체,경제/산업,반도체공학과,112,반도체
23-Dec,반도체,경제/산업,반도체공학과,138,반도체
23-Jan,부동산,경제/부동산,부동산학과,1166,
23-Feb,부동산,경제/부동산,부동산학과,681,
23-Mar,부동산,경제/부동산,부동산학과,693,
23-Apr,부동산,경제/부동산,부동산학과,837,
23-May,부동산,경제/부동산,부동산학과,705,
23-Jun,부동산,경제/부동산,부동산학과,494,
23-Jul,부동산,경제/부동산,부동산학과,492,
23-Aug,부동산,경제/부동산,부동산학과,575,
23-Sep,부동산,경제/부동산,부동산학과,519,
23-Oct,부동산,경제/부동산,부동산학과,552,
23-Nov,부동산,경제/부동산,부동산학과,438,
23-Dec,부동산,경제/부동산,부동산학과,471,
23-Jan,사기,사회/법학,법학과,560,
23-Feb,사기,사회/법학,법학과,333,
23-Mar,사기,사회/법학,법학과,232,
23-Apr,사기,사회/법학,법학과,820,
23-May,사기,사회/법학,법학과,601,
23-Jun,사기,사회/법학,법학과,325,
23-Jul,사기,사회/법학,법학과,274,
23-Aug,사기,사회/법학,법학과,191,
23-Sep,사기,사회/법학,법학과,136,
23-Oct,사기,사회/법학,법학과,348,
23-Nov,사기,사회/법학,법학과,295,
23-Dec,사기,사회/법학,법학과,260,
23-Jan,증원,사회/의료,의예과,20,
23-Feb,증원,사회/의료,의예과,13,
23-Mar,증원,사회/의료,의예과,13,
23-Apr,증원,사회/의료,의예과,16,
23-May,증원,사회/의료,의예과,23,
23-Jun,증원,사회/의료,의예과,45,
23-Jul,증원,사회/의료,의예과,16,
23-Aug,증원,사회/의료,의예과,3,
23-Sep,증원,사회/의료,의예과,20,
23-Oct,증원,사회/의료,의예과,281,
23-Nov,증원,사회/의료,의예과,91,
23-Dec,증원,사회/의료,의예과,172,
23-Jan,챗GPT,IT/서비스,컴퓨터공학과,22,AI
23-Feb,챗GPT,IT/서비스,컴퓨터공학과,184,AI
23-Mar,챗GPT,IT/서비스,컴퓨터공학과,136,AI
23-Apr,챗GPT,IT/서비스,컴퓨터공학과,141,AI
23-May,챗GPT,IT/서비스,컴퓨터공학과,129,AI
23-Jun,챗GPT,IT/서비스,컴퓨터공학과,119,AI
23-Jul,챗GPT,IT/서비스,컴퓨터공학과,98,AI
23-Aug,챗GPT,IT/서비스,컴퓨터공학과,61,AI
23-Sep,챗GPT,IT/서비스,컴퓨터공학과,66,AI
23-Oct,챗GPT,IT/서비스,컴퓨터공학과,36,AI
23-Nov,챗GPT,IT/서비스,컴퓨터공학과,72,AI
23-Dec,챗GPT,IT/서비스,컴퓨터공학과,128,,
23-Jan,한강,인문/국문,국어국문학과,120,문학
23-Feb,한강,인문/국문,국어국문학과,85,문학
23-Mar,한강,인문/국문,국어국문학과,123,문학
23-Apr,한강,인문/국문,국어국문학과,216,문학
23-May,한강,인문/국문,국어국문학과,190,문학
23-Jun,한강,인문/국문,국어국문학과,197,문학
23-Jul,한강,인문/국문,국어국문학과,396,문학
23-Aug,한강,인문/국문,국어국문학과,260,문학
23-Sep,한강,인문/국문,국어국문학과,104,문학
23-Oct,한강,인문/국문,국어국문학과,105,문학
23-Nov,한강,인문/국문,국어국문학과,129,문학
23-Dec,한강,인문/국문,국어국문학과,146,문학

